MetricCategory,MetricSubcategory,MetricType,MetricValue,MetricLabel,match_id
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_Critical_Adv_Won,Frequency,1.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_Critical_Adv_Won,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Adv_Lost,Frequency,1.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Adv_Lost,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Adv_Rally,Frequency,6.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Adv_Rally,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Adv_Won,Frequency,2.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Adv_Won,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_Critical_Deuce_Lost,Frequency,3.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_Critical_Deuce_Lost,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_Critical_Deuce_Rally,Frequency,1.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_Critical_Deuce_Rally,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Deuce_Lost,Frequency,2.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Deuce_Lost,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Deuce_Rally,Frequency,6.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Deuce_Rally,M004
FirstServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Deuce_Won,Frequency,3.0,FirstServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Deuce_Won,M004
SecondServes_by_CriticalHL_OutcomeGen,Serve_Critical_Lost,Frequency,6.0,SecondServes_by_CriticalHL_OutcomeGen | Serve_Critical_Lost,M004
SecondServes_by_CriticalHL_OutcomeGen,Serve_Critical_Rally,Frequency,2.0,SecondServes_by_CriticalHL_OutcomeGen | Serve_Critical_Rally,M004
SecondServes_by_CriticalHL_OutcomeGen,Serve_NonCritical_Lost,Frequency,3.0,SecondServes_by_CriticalHL_OutcomeGen | Serve_NonCritical_Lost,M004
SecondServes_by_CriticalHL_OutcomeGen,Serve_NonCritical_Rally,Frequency,4.0,SecondServes_by_CriticalHL_OutcomeGen | Serve_NonCritical_Rally,M004
SecondServes_by_CriticalHL_OutcomeGen,Serve_NonCritical_Won,Frequency,1.0,SecondServes_by_CriticalHL_OutcomeGen | Serve_NonCritical_Won,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_Critical_Adv_Lost,Frequency,2.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_Critical_Adv_Lost,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_Critical_Adv_Rally,Frequency,1.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_Critical_Adv_Rally,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Adv_Lost,Frequency,1.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Adv_Lost,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Adv_Rally,Frequency,2.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Adv_Rally,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_Critical_Deuce_Lost,Frequency,4.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_Critical_Deuce_Lost,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_Critical_Deuce_Rally,Frequency,1.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_Critical_Deuce_Rally,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Deuce_Lost,Frequency,2.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Deuce_Lost,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Deuce_Rally,Frequency,2.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Deuce_Rally,M004
SecondServes_by_CriticalHL_Origin_OutcomeGen,Serve_NonCritical_Deuce_Won,Frequency,1.0,SecondServes_by_CriticalHL_Origin_OutcomeGen | Serve_NonCritical_Deuce_Won,M004
TotalServes_by_Critical_lv2,Serve_Crit_Breakball,Frequency,8.0,TotalServes_by_Critical_lv2 | Serve_Crit_Breakball,M004
TotalServes_by_Critical_lv2,Serve_Crit_NonBreak,Frequency,10.0,TotalServes_by_Critical_lv2 | Serve_Crit_NonBreak,M004
FirstServes_by_Critical_lv2_Origin,Serve_Crit_Breakball_Adv,Frequency,5.0,FirstServes_by_Critical_lv2_Origin | Serve_Crit_Breakball_Adv,M004
FirstServes_by_Critical_lv2_Origin,Serve_Crit_NonBreak_Adv,Frequency,1.0,FirstServes_by_Critical_lv2_Origin | Serve_Crit_NonBreak_Adv,M004
FirstServes_by_Critical_lv2_Origin,Serve_Crit_Breakball_Deuce,Frequency,1.0,FirstServes_by_Critical_lv2_Origin | Serve_Crit_Breakball_Deuce,M004
FirstServes_by_Critical_lv2_Origin,Serve_Crit_NonBreak_Deuce,Frequency,3.0,FirstServes_by_Critical_lv2_Origin | Serve_Crit_NonBreak_Deuce,M004
SecondServes_by_Critical_lv2,Serve_Crit_Breakball,Frequency,2.0,SecondServes_by_Critical_lv2 | Serve_Crit_Breakball,M004
SecondServes_by_Critical_lv2,Serve_Crit_NonBreak,Frequency,6.0,SecondServes_by_Critical_lv2 | Serve_Crit_NonBreak,M004
SecondServes_by_Critical_lv2_Origin,Serve_Crit_Breakball_Adv,Frequency,2.0,SecondServes_by_Critical_lv2_Origin | Serve_Crit_Breakball_Adv,M004
SecondServes_by_Critical_lv2_Origin,Serve_Crit_NonBreak_Adv,Frequency,1.0,SecondServes_by_Critical_lv2_Origin | Serve_Crit_NonBreak_Adv,M004
SecondServes_by_Critical_lv2_Origin,Serve_Crit_NonBreak_Deuce,Frequency,5.0,SecondServes_by_Critical_lv2_Origin | Serve_Crit_NonBreak_Deuce,M004
FirstServes_by_Critical_lv2_OutcomeGen,Serve_Crit_Breakball_Lost,Frequency,1.0,FirstServes_by_Critical_lv2_OutcomeGen | Serve_Crit_Breakball_Lost,M004
FirstServes_by_Critical_lv2_OutcomeGen,Serve_Crit_Breakball_Rally,Frequency,4.0,FirstServes_by_Critical_lv2_OutcomeGen | Serve_Crit_Breakball_Rally,M004
FirstServes_by_Critical_lv2_OutcomeGen,Serve_Crit_Breakball_Won,Frequency,1.0,FirstServes_by_Critical_lv2_OutcomeGen | Serve_Crit_Breakball_Won,M004
FirstServes_by_Critical_lv2_OutcomeGen,Serve_Crit_NonBreak_Lost,Frequency,2.0,FirstServes_by_Critical_lv2_OutcomeGen | Serve_Crit_NonBreak_Lost,M004
FirstServes_by_Critical_lv2_OutcomeGen,Serve_Crit_NonBreak_Rally,Frequency,2.0,FirstServes_by_Critical_lv2_OutcomeGen | Serve_Crit_NonBreak_Rally,M004
FirstServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_Breakball_Adv_Rally,Frequency,4.0,FirstServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_Breakball_Adv_Rally,M004
FirstServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_Breakball_Adv_Won,Frequency,1.0,FirstServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_Breakball_Adv_Won,M004
FirstServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_NonBreak_Adv_Rally,Frequency,1.0,FirstServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_NonBreak_Adv_Rally,M004
FirstServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_Breakball_Deuce_Lost,Frequency,1.0,FirstServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_Breakball_Deuce_Lost,M004
FirstServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_NonBreak_Deuce_Lost,Frequency,2.0,FirstServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_NonBreak_Deuce_Lost,M004
FirstServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_NonBreak_Deuce_Rally,Frequency,1.0,FirstServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_NonBreak_Deuce_Rally,M004
SecondServes_by_Critical_lv2_OutcomeGen,Serve_Crit_Breakball_Lost,Frequency,2.0,SecondServes_by_Critical_lv2_OutcomeGen | Serve_Crit_Breakball_Lost,M004
SecondServes_by_Critical_lv2_OutcomeGen,Serve_Crit_NonBreak_Lost,Frequency,4.0,SecondServes_by_Critical_lv2_OutcomeGen | Serve_Crit_NonBreak_Lost,M004
SecondServes_by_Critical_lv2_OutcomeGen,Serve_Crit_NonBreak_Rally,Frequency,2.0,SecondServes_by_Critical_lv2_OutcomeGen | Serve_Crit_NonBreak_Rally,M004
SecondServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_Breakball_Adv_Lost,Frequency,2.0,SecondServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_Breakball_Adv_Lost,M004
SecondServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_NonBreak_Adv_Rally,Frequency,1.0,SecondServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_NonBreak_Adv_Rally,M004
SecondServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_NonBreak_Deuce_Lost,Frequency,4.0,SecondServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_NonBreak_Deuce_Lost,M004
SecondServes_by_Critical_lv2_Origin_OutcomeGen,Serve_Crit_NonBreak_Deuce_Rally,Frequency,1.0,SecondServes_by_Critical_lv2_Origin_OutcomeGen | Serve_Crit_NonBreak_Deuce_Rally,M004
TotalServesReturnHit_by_ServeFrom_Freq,Return_Adv,Frequency,15.0,TotalServesReturnHit_by_ServeFrom_Freq | Return_Adv,M004
TotalServesReturnHit_by_ServeFrom_Freq,Return_Deuce,Frequency,18.0,TotalServesReturnHit_by_ServeFrom_Freq | Return_Deuce,M004
TotalServesReturnHit_by_ServeFrom_Freq,Return_Total,Frequency,33.0,TotalServesReturnHit_by_ServeFrom_Freq | Return_Total,M004
FirstServesReturnHit_by_ServeFrom_Freq,Return_Adv,Frequency,14.0,FirstServesReturnHit_by_ServeFrom_Freq | Return_Adv,M004
FirstServesReturnHit_by_ServeFrom_Freq,Return_Deuce,Frequency,15.0,FirstServesReturnHit_by_ServeFrom_Freq | Return_Deuce,M004
FirstServesReturnHit_by_ServeFrom_Freq,Return_Total,Frequency,29.0,FirstServesReturnHit_by_ServeFrom_Freq | Return_Total,M004
SecondServesReturnHit_by_ServeFrom_Freq,Return_Adv,Frequency,1.0,SecondServesReturnHit_by_ServeFrom_Freq | Return_Adv,M004
SecondServesReturnHit_by_ServeFrom_Freq,Return_Deuce,Frequency,3.0,SecondServesReturnHit_by_ServeFrom_Freq | Return_Deuce,M004
SecondServesReturnHit_by_ServeFrom_Freq,Return_Total,Frequency,4.0,SecondServesReturnHit_by_ServeFrom_Freq | Return_Total,M004
TotalServesReturnMade_by_ServeFrom_Freq,Return_Adv,Frequency,11.0,TotalServesReturnMade_by_ServeFrom_Freq | Return_Adv,M004
TotalServesReturnMade_by_ServeFrom_Freq,Return_Deuce,Frequency,9.0,TotalServesReturnMade_by_ServeFrom_Freq | Return_Deuce,M004
TotalServesReturnMade_by_ServeFrom_Freq,Return_Total,Frequency,20.0,TotalServesReturnMade_by_ServeFrom_Freq | Return_Total,M004
FirstServesReturnMade_by_ServeFrom_Freq,Return_Adv,Frequency,11.0,FirstServesReturnMade_by_ServeFrom_Freq | Return_Adv,M004
FirstServesReturnMade_by_ServeFrom_Freq,Return_Deuce,Frequency,7.0,FirstServesReturnMade_by_ServeFrom_Freq | Return_Deuce,M004
FirstServesReturnMade_by_ServeFrom_Freq,Return_Total,Frequency,18.0,FirstServesReturnMade_by_ServeFrom_Freq | Return_Total,M004
SecondServesReturnMade_by_ServeFrom_Freq,Return_Deuce,Frequency,2.0,SecondServesReturnMade_by_ServeFrom_Freq | Return_Deuce,M004
SecondServesReturnMade_by_ServeFrom_Freq,Return_Total,Frequency,2.0,SecondServesReturnMade_by_ServeFrom_Freq | Return_Total,M004
TotalReturns_by_CriticalHL,Return_Critical,Frequency,4.0,TotalReturns_by_CriticalHL | Return_Critical,M004
TotalReturns_by_CriticalHL,Return_NonCritical,Frequency,29.0,TotalReturns_by_CriticalHL | Return_NonCritical,M004
FirstServeReturn_by_CriticalHL,Return_Critical,Frequency,2.0,FirstServeReturn_by_CriticalHL | Return_Critical,M004
FirstServeReturn_by_CriticalHL,Return_NonCritical,Frequency,27.0,FirstServeReturn_by_CriticalHL | Return_NonCritical,M004
FirstServeReturnMADE_by_CriticalHL,Return_Critical,Frequency,2.0,FirstServeReturnMADE_by_CriticalHL | Return_Critical,M004
FirstServeReturnMADE_by_CriticalHL,Return_NonCritical,Frequency,16.0,FirstServeReturnMADE_by_CriticalHL | Return_NonCritical,M004
FirstServeReturn_by_CriticalHL_Origin,Return_Critical_Adv,Frequency,2.0,FirstServeReturn_by_CriticalHL_Origin | Return_Critical_Adv,M004
FirstServeReturn_by_CriticalHL_Origin,Return_NonCritical_Adv,Frequency,12.0,FirstServeReturn_by_CriticalHL_Origin | Return_NonCritical_Adv,M004
FirstServeReturn_by_CriticalHL_Origin,Return_NonCritical_Deuce,Frequency,15.0,FirstServeReturn_by_CriticalHL_Origin | Return_NonCritical_Deuce,M004
SecondServeReturn_by_CriticalHL,Return_Critical,Frequency,2.0,SecondServeReturn_by_CriticalHL | Return_Critical,M004
SecondServeReturn_by_CriticalHL,Return_NonCritical,Frequency,2.0,SecondServeReturn_by_CriticalHL | Return_NonCritical,M004
SecondServeReturnMADE_by_CriticalHL,Return_Critical,Frequency,2.0,SecondServeReturnMADE_by_CriticalHL | Return_Critical,M004
SecondServeReturn_by_CriticalHL_Origin,Return_NonCritical_Adv,Frequency,1.0,SecondServeReturn_by_CriticalHL_Origin | Return_NonCritical_Adv,M004
SecondServeReturn_by_CriticalHL_Origin,Return_Critical_Deuce,Frequency,2.0,SecondServeReturn_by_CriticalHL_Origin | Return_Critical_Deuce,M004
SecondServeReturn_by_CriticalHL_Origin,Return_NonCritical_Deuce,Frequency,1.0,SecondServeReturn_by_CriticalHL_Origin | Return_NonCritical_Deuce,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_Critical_Rally,Frequency,2.0,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_Critical_Rally,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Lost,Frequency,16.0,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Lost,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Rally,Frequency,7.0,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Rally,M004
FirstServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Won,Frequency,4.0,FirstServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Won,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_Critical_Adv_Rally,Frequency,2.0,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_Critical_Adv_Rally,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Lost,Frequency,5.0,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Lost,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Rally,Frequency,5.0,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Rally,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Won,Frequency,2.0,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Won,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Lost,Frequency,11.0,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Lost,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Rally,Frequency,2.0,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Rally,M004
FirstServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Won,Frequency,2.0,FirstServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Won,M004
SecondServeReturn_by_CriticalHL_OutcomeGen,Return_Critical_Lost,Frequency,1.0,SecondServeReturn_by_CriticalHL_OutcomeGen | Return_Critical_Lost,M004
SecondServeReturn_by_CriticalHL_OutcomeGen,Return_Critical_Won,Frequency,1.0,SecondServeReturn_by_CriticalHL_OutcomeGen | Return_Critical_Won,M004
SecondServeReturn_by_CriticalHL_OutcomeGen,Return_NonCritical_Lost,Frequency,2.0,SecondServeReturn_by_CriticalHL_OutcomeGen | Return_NonCritical_Lost,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Adv_Lost,Frequency,1.0,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Adv_Lost,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_Critical_Deuce_Lost,Frequency,1.0,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_Critical_Deuce_Lost,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_Critical_Deuce_Won,Frequency,1.0,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_Critical_Deuce_Won,M004
SecondServeReturn_by_CriticalHL_Origin_OutcomeGen,Return_NonCritical_Deuce_Lost,Frequency,1.0,SecondServeReturn_by_CriticalHL_Origin_OutcomeGen | Return_NonCritical_Deuce_Lost,M004
TotalReturns_by_Critical_lv2,Return_Crit_Breakball,Frequency,1.0,TotalReturns_by_Critical_lv2 | Return_Crit_Breakball,M004
TotalReturns_by_Critical_lv2,Return_Crit_NonBreak,Frequency,3.0,TotalReturns_by_Critical_lv2 | Return_Crit_NonBreak,M004
FirstServeReturns_by_Critical_lv2,Return_Crit_Breakball,Frequency,1.0,FirstServeReturns_by_Critical_lv2 | Return_Crit_Breakball,M004
FirstServeReturns_by_Critical_lv2,Return_Crit_NonBreak,Frequency,1.0,FirstServeReturns_by_Critical_lv2 | Return_Crit_NonBreak,M004
FirstServeReturn_by_Critical_lv2_Origin,Return_Crit_Breakball_Adv,Frequency,1.0,FirstServeReturn_by_Critical_lv2_Origin | Return_Crit_Breakball_Adv,M004
FirstServeReturn_by_Critical_lv2_Origin,Return_Crit_NonBreak_Adv,Frequency,1.0,FirstServeReturn_by_Critical_lv2_Origin | Return_Crit_NonBreak_Adv,M004
SecondServeReturn_by_Critical_lv2,Return_Crit_NonBreak,Frequency,2.0,SecondServeReturn_by_Critical_lv2 | Return_Crit_NonBreak,M004
SecondServeReturn_by_Critical_lv2_Origin,Return_Crit_NonBreak_Deuce,Frequency,2.0,SecondServeReturn_by_Critical_lv2_Origin | Return_Crit_NonBreak_Deuce,M004
FirstServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_Breakball_Rally,Frequency,1.0,FirstServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_Breakball_Rally,M004
FirstServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_NonBreak_Rally,Frequency,1.0,FirstServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_NonBreak_Rally,M004
FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_Breakball_Adv_Rally,Frequency,1.0,FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_Breakball_Adv_Rally,M004
FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_NonBreak_Adv_Rally,Frequency,1.0,FirstServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_NonBreak_Adv_Rally,M004
SecondServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_NonBreak_Lost,Frequency,1.0,SecondServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_NonBreak_Lost,M004
SecondServeReturn_by_Critical_lv2_OutcomeGen,Return_Crit_NonBreak_Won,Frequency,1.0,SecondServeReturn_by_Critical_lv2_OutcomeGen | Return_Crit_NonBreak_Won,M004
SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_NonBreak_Deuce_Lost,Frequency,1.0,SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_NonBreak_Deuce_Lost,M004
SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen,Return_Crit_NonBreak_Deuce_Won,Frequency,1.0,SecondServeReturn_by_Critical_lv2_Origin_OutcomeGen | Return_Crit_NonBreak_Deuce_Won,M004
ReturnShot,Count_FH,Frequency,21.0,ReturnShot | Count_FH,M004
ReturnShot,Count_Slice,Frequency,10.0,ReturnShot | Count_Slice,M004
ReturnShot,Count_BH,Frequency,1.0,ReturnShot | Count_BH,M004
ReturnShot_First,Count_FH,Frequency,18.0,ReturnShot_First | Count_FH,M004
ReturnShot_First,Count_Slice,Frequency,10.0,ReturnShot_First | Count_Slice,M004
ReturnShot_First,Count_BH,Frequency,1.0,ReturnShot_First | Count_BH,M004
ReturnShot_Second,Count_FH,Frequency,3.0,ReturnShot_Second | Count_FH,M004
RallyLen_Breakdown,RallyLen_Rally_3to4_shots_Lost,Frequency,12.0,RallyLen_Breakdown | RallyLen_Rally_3to4_shots_Lost,M004
RallyLen_Breakdown,RallyLen_Rally_3to4_shots_Won,Frequency,9.0,RallyLen_Breakdown | RallyLen_Rally_3to4_shots_Won,M004
RallyLen_Breakdown,RallyLen_Rally_over4_shots_Lost,Frequency,9.0,RallyLen_Breakdown | RallyLen_Rally_over4_shots_Lost,M004
RallyLen_Breakdown,RallyLen_Rally_over4_shots_Won,Frequency,3.0,RallyLen_Breakdown | RallyLen_Rally_over4_shots_Won,M004
RallyLen_Breakdown,RallyLen_Return_Lost,Frequency,19.0,RallyLen_Breakdown | RallyLen_Return_Lost,M004
RallyLen_Breakdown,RallyLen_Return_Won,Frequency,5.0,RallyLen_Breakdown | RallyLen_Return_Won,M004
RallyLen_Breakdown,RallyLen_Serve_Lost,Frequency,15.0,RallyLen_Breakdown | RallyLen_Serve_Lost,M004
RallyLen_Breakdown,RallyLen_Serve_Won,Frequency,7.0,RallyLen_Breakdown | RallyLen_Serve_Won,M004
AverageRally_Length,CountandSum_Return,Frequency,33.0,AverageRally_Length | CountandSum_Return,M004
AverageRally_Length,CountandSum_Serve,Frequency,46.0,AverageRally_Length | CountandSum_Serve,M004
ShotBreakdown_Frequency,FH_Freq,Frequency,85.0,ShotBreakdown_Frequency | FH_Freq,M004
ShotBreakdown_Frequency,Serve_Freq,Frequency,47.0,ShotBreakdown_Frequency | Serve_Freq,M004
ShotBreakdown_Frequency,Return_Freq,Frequency,33.0,ShotBreakdown_Frequency | Return_Freq,M004
ShotBreakdown_Frequency,BH_Freq,Frequency,21.0,ShotBreakdown_Frequency | BH_Freq,M004
ShotBreakdown_Frequency,Slice_Freq,Frequency,16.0,ShotBreakdown_Frequency | Slice_Freq,M004
ShotBreakdown_Frequency,Volley_Freq,Frequency,2.0,ShotBreakdown_Frequency | Volley_Freq,M004
ServeReturn_ShotEff,TotalReturn_BH,Frequency,1.0,ServeReturn_ShotEff | TotalReturn_BH,M004
ServeReturn_ShotEff,TotalReturn_FH,Frequency,21.0,ServeReturn_ShotEff | TotalReturn_FH,M004
ServeReturn_ShotEff,TotalReturn_Slice,Frequency,10.0,ServeReturn_ShotEff | TotalReturn_Slice,M004
ServeReturn_ShotEff,TotalServe_BH,Frequency,6.0,ServeReturn_ShotEff | TotalServe_BH,M004
ServeReturn_ShotEff,TotalServe_FH,Frequency,30.0,ServeReturn_ShotEff | TotalServe_FH,M004
ServeReturn_ShotEff,TotalServe_Serve,Frequency,10.0,ServeReturn_ShotEff | TotalServe_Serve,M004
ServeReturn_ShotEff,FirstReturn_BH,Frequency,1.0,ServeReturn_ShotEff | FirstReturn_BH,M004
ServeReturn_ShotEff,FirstReturn_FH,Frequency,18.0,ServeReturn_ShotEff | FirstReturn_FH,M004
ServeReturn_ShotEff,FirstReturn_Slice,Frequency,10.0,ServeReturn_ShotEff | FirstReturn_Slice,M004
ServeReturn_ShotEff,FirstServe_BH,Frequency,6.0,ServeReturn_ShotEff | FirstServe_BH,M004
ServeReturn_ShotEff,FirstServe_FH,Frequency,22.0,ServeReturn_ShotEff | FirstServe_FH,M004
ServeReturn_ShotEff,FirstServe_Serve,Frequency,2.0,ServeReturn_ShotEff | FirstServe_Serve,M004
ServeReturn_ShotEff,SecondReturn_FH,Frequency,3.0,ServeReturn_ShotEff | SecondReturn_FH,M004
ServeReturn_ShotEff,SecondServe_FH,Frequency,8.0,ServeReturn_ShotEff | SecondServe_FH,M004
ServeReturn_ShotEff,SecondServe_Serve,Frequency,8.0,ServeReturn_ShotEff | SecondServe_Serve,M004
HRTimeSpentInZone,Hard Effort 80-90%,Frequency,990.0,HRTimeSpentInZone | Hard Effort 80-90%,M004
HRTimeSpentInZone,Max Effort 90%+,Frequency,2283.0,HRTimeSpentInZone | Max Effort 90%+,M004
HRTimeSpentInZone,Moderate Effort 70-80%,Frequency,112.0,HRTimeSpentInZone | Moderate Effort 70-80%,M004
Wins_byHRZone_Freq,Hard Effort 80-90%_Won,Frequency,4.0,Wins_byHRZone_Freq | Hard Effort 80-90%_Won,M004
Wins_byHRZone_Freq,Max Effort 90%+_Won,Frequency,18.0,Wins_byHRZone_Freq | Max Effort 90%+_Won,M004
Wins_byHRZone_Freq,Moderate Effort 70-80%_Won,Frequency,2.0,Wins_byHRZone_Freq | Moderate Effort 70-80%_Won,M004
Mistakes_byHRZone_Freq,Hard Effort 80-90%_Lost_thru_Mistake,Frequency,19.0,Mistakes_byHRZone_Freq | Hard Effort 80-90%_Lost_thru_Mistake,M004
Mistakes_byHRZone_Freq,Max Effort 90%+_Lost_thru_Mistake,Frequency,35.0,Mistakes_byHRZone_Freq | Max Effort 90%+_Lost_thru_Mistake,M004
Mistakes_byHRZone_Freq,Moderate Effort 70-80%_Lost_thru_Mistake,Frequency,1.0,Mistakes_byHRZone_Freq | Moderate Effort 70-80%_Lost_thru_Mistake,M004
TotalPts_byHRZone_Freq,Hard Effort 80-90%_TotalPts,Frequency,23.0,TotalPts_byHRZone_Freq | Hard Effort 80-90%_TotalPts,M004
TotalPts_byHRZone_Freq,Max Effort 90%+_TotalPts,Frequency,53.0,TotalPts_byHRZone_Freq | Max Effort 90%+_TotalPts,M004
TotalPts_byHRZone_Freq,Moderate Effort 70-80%_TotalPts,Frequency,3.0,TotalPts_byHRZone_Freq | Moderate Effort 70-80%_TotalPts,M004
Missing,NoSensor,Frequency,0.0,Missing | NoSensor,M004
Missing,NoShots,Frequency,0.0,Missing | NoShots,M004
age,45,Frequency,0.0,age | 45,M004
gender,MALE,Frequency,0.0,gender | MALE,M004
rating_lev,14.6,Frequency,0.0,rating_lev | 14.6,M004
rating_typ,GERMANY,Frequency,0.0,rating_typ | GERMANY,M004
TotalPointsWonOrLost_Freq,Lost,Effective_1,,TotalPointsWonOrLost_Freq | Lost,M004
TotalPointsWonOrLost_Freq,Won,Effective_1,,TotalPointsWonOrLost_Freq | Won,M004
